Date,Close
2020-01-02 00:00:00+00:00,324.8699951
2020-01-03 00:00:00+00:00,322.4100037
2020-01-06 00:00:00+00:00,323.6400146
2020-01-07 00:00:00+00:00,322.730011
2020-01-08 00:00:00+00:00,324.4500122
2020-01-09 00:00:00+00:00,326.6499939
2020-01-10 00:00:00+00:00,325.7099915
2020-01-13 00:00:00+00:00,327.9500122
2020-01-14 00:00:00+00:00,327.4500122
2020-01-15 00:00:00+00:00,328.1900024
2020-01-16 00:00:00+00:00,330.9200134
2020-01-17 00:00:00+00:00,331.9500122
2020-01-21 00:00:00+00:00,331.2999878
2020-01-22 00:00:00+00:00,331.3399963
2020-01-23 00:00:00+00:00,331.7200012
2020-01-24 00:00:00+00:00,328.769989
2020-01-27 00:00:00+00:00,323.5
2020-01-28 00:00:00+00:00,326.8900146
2020-01-29 00:00:00+00:00,326.6199951
2020-01-30 00:00:00+00:00,327.6799927
2020-01-31 00:00:00+00:00,321.730011
2020-02-03 00:00:00+00:00,324.1199951
2020-02-04 00:00:00+00:00,329.0599976
2020-02-05 00:00:00+00:00,332.8599854
2020-02-06 00:00:00+00:00,333.980011
2020-02-07 00:00:00+00:00,332.2000122
2020-02-10 00:00:00+00:00,334.6799927
2020-02-11 00:00:00+00:00,335.2600098
2020-02-12 00:00:00+00:00,337.4200134
2020-02-13 00:00:00+00:00,337.0599976
2020-02-14 00:00:00+00:00,337.6000061
2020-02-18 00:00:00+00:00,336.730011
2020-02-19 00:00:00+00:00,338.3399963
2020-02-20 00:00:00+00:00,336.9500122
2020-02-21 00:00:00+00:00,333.480011
2020-02-24 00:00:00+00:00,322.4200134
2020-02-25 00:00:00+00:00,312.6499939
2020-02-26 00:00:00+00:00,311.5
2020-02-27 00:00:00+00:00,297.5100098
2020-02-28 00:00:00+00:00,296.2600098
2020-03-02 00:00:00+00:00,309.0899963
2020-03-03 00:00:00+00:00,300.2399902
2020-03-04 00:00:00+00:00,312.8599854
2020-03-05 00:00:00+00:00,302.4599915
2020-03-06 00:00:00+00:00,297.4599915
2020-03-09 00:00:00+00:00,274.230011
2020-03-10 00:00:00+00:00,288.4200134
2020-03-11 00:00:00+00:00,274.3599854
2020-03-12 00:00:00+00:00,248.1100006
2020-03-13 00:00:00+00:00,269.3200073
2020-03-16 00:00:00+00:00,239.8500061
2020-03-17 00:00:00+00:00,252.8000031
2020-03-18 00:00:00+00:00,240.0
2020-03-19 00:00:00+00:00,240.5099945
2020-03-20 00:00:00+00:00,228.8000031
2020-03-23 00:00:00+00:00,222.9499969
2020-03-24 00:00:00+00:00,243.1499939
2020-03-25 00:00:00+00:00,246.7899933
2020-03-26 00:00:00+00:00,261.2000122
2020-03-27 00:00:00+00:00,253.4199982
2020-03-30 00:00:00+00:00,261.6499939
2020-03-31 00:00:00+00:00,257.75
2020-04-01 00:00:00+00:00,246.1499939
2020-04-02 00:00:00+00:00,251.8300018
2020-04-03 00:00:00+00:00,248.1900024
2020-04-06 00:00:00+00:00,264.8599854
2020-04-07 00:00:00+00:00,265.1300049
2020-04-08 00:00:00+00:00,274.0299988
2020-04-09 00:00:00+00:00,278.2000122
2020-04-13 00:00:00+00:00,275.6600037
2020-04-14 00:00:00+00:00,283.7900085
2020-04-15 00:00:00+00:00,277.7600098
2020-04-16 00:00:00+00:00,279.1000061
2020-04-17 00:00:00+00:00,286.6400146
2020-04-20 00:00:00+00:00,281.5899963
2020-04-21 00:00:00+00:00,273.0400085
2020-04-22 00:00:00+00:00,279.1000061
2020-04-23 00:00:00+00:00,279.0799866
2020-04-24 00:00:00+00:00,282.9700012
2020-04-27 00:00:00+00:00,287.0499878
2020-04-28 00:00:00+00:00,285.730011
2020-04-29 00:00:00+00:00,293.2099915
2020-04-30 00:00:00+00:00,290.480011
2020-05-01 00:00:00+00:00,282.7900085
2020-05-04 00:00:00+00:00,283.5700073
2020-05-05 00:00:00+00:00,286.1900024
2020-05-06 00:00:00+00:00,284.25
2020-05-07 00:00:00+00:00,287.6799927
2020-05-08 00:00:00+00:00,292.4400024
2020-05-11 00:00:00+00:00,292.5
2020-05-12 00:00:00+00:00,286.6700134
2020-05-13 00:00:00+00:00,281.6000061
2020-05-14 00:00:00+00:00,284.9700012
2020-05-15 00:00:00+00:00,286.2799988
2020-05-18 00:00:00+00:00,295.0
2020-05-19 00:00:00+00:00,291.9700012
2020-05-20 00:00:00+00:00,296.9299927
2020-05-21 00:00:00+00:00,294.8800049
2020-05-22 00:00:00+00:00,295.4400024
2020-05-26 00:00:00+00:00,299.0799866
2020-05-27 00:00:00+00:00,303.5299988
2020-05-28 00:00:00+00:00,302.9700012
2020-05-29 00:00:00+00:00,304.3200073
2020-06-01 00:00:00+00:00,305.5499878
2020-06-02 00:00:00+00:00,308.0799866
2020-06-03 00:00:00+00:00,312.1799927
2020-06-04 00:00:00+00:00,311.3599854
2020-06-05 00:00:00+00:00,319.3399963
2020-06-08 00:00:00+00:00,323.2000122
2020-06-09 00:00:00+00:00,320.7900085
2020-06-10 00:00:00+00:00,319.0
2020-06-11 00:00:00+00:00,300.6099854
2020-06-12 00:00:00+00:00,304.2099915
2020-06-15 00:00:00+00:00,307.0499878
2020-06-16 00:00:00+00:00,312.9599915
2020-06-17 00:00:00+00:00,311.6600037
2020-06-18 00:00:00+00:00,311.7799988
2020-06-19 00:00:00+00:00,308.6400146
2020-06-22 00:00:00+00:00,310.6199951
2020-06-23 00:00:00+00:00,312.0499878
2020-06-24 00:00:00+00:00,304.0899963
2020-06-25 00:00:00+00:00,307.3500061
2020-06-26 00:00:00+00:00,300.0499878
2020-06-29 00:00:00+00:00,304.4599915
2020-06-30 00:00:00+00:00,308.3599854
2020-07-01 00:00:00+00:00,310.519989
2020-07-02 00:00:00+00:00,312.230011
2020-07-06 00:00:00+00:00,317.0499878
2020-07-07 00:00:00+00:00,313.7799988
2020-07-08 00:00:00+00:00,316.1799927
2020-07-09 00:00:00+00:00,314.3800049
2020-07-10 00:00:00+00:00,317.5899963
2020-07-13 00:00:00+00:00,314.8399963
2020-07-14 00:00:00+00:00,318.9200134
2020-07-15 00:00:00+00:00,321.8500061
2020-07-16 00:00:00+00:00,320.7900085
2020-07-17 00:00:00+00:00,321.7200012
2020-07-20 00:00:00+00:00,324.3200073
2020-07-21 00:00:00+00:00,325.0100098
2020-07-22 00:00:00+00:00,326.8599854
2020-07-23 00:00:00+00:00,322.9599915
2020-07-24 00:00:00+00:00,320.8800049
2020-07-27 00:00:00+00:00,323.2200012
2020-07-28 00:00:00+00:00,321.1700134
2020-07-29 00:00:00+00:00,325.1199951
2020-07-30 00:00:00+00:00,323.9599915
2020-07-31 00:00:00+00:00,326.519989
2020-08-03 00:00:00+00:00,328.7900085
2020-08-04 00:00:00+00:00,330.0599976
2020-08-05 00:00:00+00:00,332.1099854
2020-08-06 00:00:00+00:00,334.3299866
2020-08-07 00:00:00+00:00,334.5700073
2020-08-10 00:00:00+00:00,335.5700073
2020-08-11 00:00:00+00:00,332.7999878
2020-08-12 00:00:00+00:00,337.4400024
2020-08-13 00:00:00+00:00,336.8299866
2020-08-14 00:00:00+00:00,336.8399963
2020-08-17 00:00:00+00:00,337.9100037
2020-08-18 00:00:00+00:00,338.6400146
2020-08-19 00:00:00+00:00,337.230011
2020-08-20 00:00:00+00:00,338.2799988
2020-08-21 00:00:00+00:00,339.480011
2020-08-24 00:00:00+00:00,342.9200134
2020-08-25 00:00:00+00:00,344.1199951
2020-08-26 00:00:00+00:00,347.5700073
2020-08-27 00:00:00+00:00,348.3299866
2020-08-28 00:00:00+00:00,350.5799866
2020-08-31 00:00:00+00:00,349.3099976
2020-09-01 00:00:00+00:00,352.6000061
2020-09-02 00:00:00+00:00,357.7000122
2020-09-03 00:00:00+00:00,345.3900146
2020-09-04 00:00:00+00:00,342.5700073
2020-09-08 00:00:00+00:00,333.2099915
2020-09-09 00:00:00+00:00,339.7900085
2020-09-10 00:00:00+00:00,333.8900146
2020-09-11 00:00:00+00:00,334.0599976
2020-09-14 00:00:00+00:00,338.4599915
2020-09-15 00:00:00+00:00,340.1700134
2020-09-16 00:00:00+00:00,338.8200073
2020-09-17 00:00:00+00:00,335.8399963
2020-09-18 00:00:00+00:00,330.6499939
2020-09-21 00:00:00+00:00,326.9700012
2020-09-22 00:00:00+00:00,330.2999878
2020-09-23 00:00:00+00:00,322.6400146
2020-09-24 00:00:00+00:00,323.5
2020-09-25 00:00:00+00:00,328.730011
2020-09-28 00:00:00+00:00,334.1900024
2020-09-29 00:00:00+00:00,332.3699951
2020-09-30 00:00:00+00:00,334.8900146
2020-10-01 00:00:00+00:00,337.0400085
2020-10-02 00:00:00+00:00,333.8399963
2020-10-05 00:00:00+00:00,339.7600098
2020-10-06 00:00:00+00:00,334.9299927
2020-10-07 00:00:00+00:00,340.7600098
2020-10-08 00:00:00+00:00,343.7799988
2020-10-09 00:00:00+00:00,346.8500061
2020-10-12 00:00:00+00:00,352.4299927
2020-10-13 00:00:00+00:00,350.1300049
2020-10-14 00:00:00+00:00,347.9299927
2020-10-15 00:00:00+00:00,347.5
2020-10-16 00:00:00+00:00,347.2900085
2020-10-19 00:00:00+00:00,342.0100098
2020-10-20 00:00:00+00:00,343.3800049
2020-10-21 00:00:00+00:00,342.730011
2020-10-22 00:00:00+00:00,344.6099854
2020-10-23 00:00:00+00:00,345.7799988
2020-10-26 00:00:00+00:00,339.3900146
2020-10-27 00:00:00+00:00,338.2200012
2020-10-28 00:00:00+00:00,326.6600037
2020-10-29 00:00:00+00:00,329.980011
2020-10-30 00:00:00+00:00,326.5400085
2020-11-02 00:00:00+00:00,330.2000122
2020-11-03 00:00:00+00:00,336.0299988
2020-11-04 00:00:00+00:00,343.5400085
2020-11-05 00:00:00+00:00,350.2399902
2020-11-06 00:00:00+00:00,350.1600037
2020-11-09 00:00:00+00:00,354.5599976
2020-11-10 00:00:00+00:00,354.0400085
2020-11-11 00:00:00+00:00,356.6700134
2020-11-12 00:00:00+00:00,353.2099915
2020-11-13 00:00:00+00:00,358.1000061
2020-11-16 00:00:00+00:00,362.5700073
2020-11-17 00:00:00+00:00,360.6199951
2020-11-18 00:00:00+00:00,356.2799988
2020-11-19 00:00:00+00:00,357.7799988
2020-11-20 00:00:00+00:00,355.3299866
2020-11-23 00:00:00+00:00,357.4599915
2020-11-24 00:00:00+00:00,363.2200012
2020-11-25 00:00:00+00:00,362.6600037
2020-11-27 00:00:00+00:00,363.6700134
2020-11-30 00:00:00+00:00,362.0599976
2020-12-01 00:00:00+00:00,366.019989
2020-12-02 00:00:00+00:00,366.7900085
2020-12-03 00:00:00+00:00,366.6900024
2020-12-04 00:00:00+00:00,369.8500061
2020-12-07 00:00:00+00:00,369.0899963
2020-12-08 00:00:00+00:00,370.1700134
2020-12-09 00:00:00+00:00,366.8500061
2020-12-10 00:00:00+00:00,366.730011
2020-12-11 00:00:00+00:00,366.2999878
2020-12-14 00:00:00+00:00,364.6600037
2020-12-15 00:00:00+00:00,369.5899963
2020-12-16 00:00:00+00:00,370.1700134
2020-12-17 00:00:00+00:00,372.2399902
2020-12-18 00:00:00+00:00,369.1799927
2020-12-21 00:00:00+00:00,367.8599854
2020-12-22 00:00:00+00:00,367.2399902
2020-12-23 00:00:00+00:00,367.5700073
2020-12-24 00:00:00+00:00,369.0
2020-12-28 00:00:00+00:00,372.1700134
2020-12-29 00:00:00+00:00,371.4599915
2020-12-30 00:00:00+00:00,371.9899902
2020-12-31 00:00:00+00:00,373.8800049
2021-01-04 00:00:00+00:00,368.7900085
2021-01-05 00:00:00+00:00,371.3299866
2021-01-06 00:00:00+00:00,373.5499878
2021-01-07 00:00:00+00:00,379.1000061
2021-01-08 00:00:00+00:00,381.2600098
2021-01-11 00:00:00+00:00,378.6900024
2021-01-12 00:00:00+00:00,378.769989
2021-01-13 00:00:00+00:00,379.7900085
2021-01-14 00:00:00+00:00,378.4599915
2021-01-15 00:00:00+00:00,375.7000122
2021-01-19 00:00:00+00:00,378.6499939
2021-01-20 00:00:00+00:00,383.8900146
2021-01-21 00:00:00+00:00,384.2399902
2021-01-22 00:00:00+00:00,382.8800049
2021-01-25 00:00:00+00:00,384.3900146
2021-01-26 00:00:00+00:00,383.7900085
2021-01-27 00:00:00+00:00,374.4100037
2021-01-28 00:00:00+00:00,377.6300049
2021-01-29 00:00:00+00:00,370.0700073
2021-02-01 00:00:00+00:00,376.230011
2021-02-02 00:00:00+00:00,381.5499878
2021-02-03 00:00:00+00:00,381.8500061
2021-02-04 00:00:00+00:00,386.1900024
2021-02-05 00:00:00+00:00,387.7099915
2021-02-08 00:00:00+00:00,390.5100098
2021-02-09 00:00:00+00:00,390.25
2021-02-10 00:00:00+00:00,390.0799866
2021-02-11 00:00:00+00:00,390.7099915
2021-02-12 00:00:00+00:00,392.6400146
2021-02-16 00:00:00+00:00,392.2999878
2021-02-17 00:00:00+00:00,392.3900146
2021-02-18 00:00:00+00:00,390.7200012
2021-02-19 00:00:00+00:00,390.0299988
2021-02-22 00:00:00+00:00,387.0299988
2021-02-23 00:00:00+00:00,387.5
2021-02-24 00:00:00+00:00,391.769989
2021-02-25 00:00:00+00:00,382.3299866
2021-02-26 00:00:00+00:00,380.3599854
2021-03-01 00:00:00+00:00,389.5799866
2021-03-02 00:00:00+00:00,386.5400085
2021-03-03 00:00:00+00:00,381.4200134
2021-03-04 00:00:00+00:00,376.7000122
2021-03-05 00:00:00+00:00,383.6300049
2021-03-08 00:00:00+00:00,381.7200012
2021-03-09 00:00:00+00:00,387.1700134
2021-03-10 00:00:00+00:00,389.5799866
2021-03-11 00:00:00+00:00,393.5299988
2021-03-12 00:00:00+00:00,394.0599976
2021-03-15 00:00:00+00:00,396.4100037
2021-03-16 00:00:00+00:00,395.9100037
2021-03-17 00:00:00+00:00,397.2600098
2021-03-18 00:00:00+00:00,391.480011
2021-03-19 00:00:00+00:00,389.480011
2021-03-22 00:00:00+00:00,392.5899963
2021-03-23 00:00:00+00:00,389.5
2021-03-24 00:00:00+00:00,387.519989
2021-03-25 00:00:00+00:00,389.7000122
2021-03-26 00:00:00+00:00,395.980011
2021-03-29 00:00:00+00:00,395.7799988
2021-03-30 00:00:00+00:00,394.730011
